InventoryID,MedicineID,MedicineName,CurrentStock,ReorderPoint,MaxStock,StockStatus,LastRestockDate,ExpiryDate,UnitCost
INV1111,MED1111,Dexoyat Syrup 100Ml,348,25,597,High,2026-07-07,2028-02-18,6.31
INV1112,MED1112,Lofnac 50  30 Sachet,290,28,552,High,2026-07-07,2027-05-01,3.3
INV1113,MED1113,Kanagesic,175,25,975,High,2026-07-07,2026-07-20,9.03
INV1114,MED1114,Mobic 7.5Mg,388,29,276,High,2026-07-07,2028-01-13,3.11
INV1115,MED1115,Link 20Mg,334,31,489,High,2026-07-07,2028-03-11,2.21
INV1116,MED1116,Dexamethasone-Cox 8Mg/2Ml,424,22,924,High,2026-07-07,2027-03-22,43.54
INV1117,MED1117,La Roche-Posay Retinol B3 Serum 30Ml,287,39,921,High,2026-07-07,2027-02-17,10.86
INV1118,MED1118,Betamethasone Valerate 0.1% Ointment,276,36,567,High,2026-07-07,2026-07-31,19.43
INV1119,MED1119,Fine'S Arthritis Relief Gummy 180Gm,319,29,718,High,2026-07-07,2026-11-30,7.84
INV1120,MED1120,Lavar Ehite Plus Tooth Paste 85 Gm,496,39,426,High,2026-07-07,2026-07-18,17.63
INV1121,MED1121,Farcolin 20Ml Respirator Solution,25,31,308,Low,2026-07-07,2027-01-12,10.09
INV1122,MED1122,Mae Lemon & Mint Flavour 7Day Pack 21*3G Sachets,331,42,948,High,2026-07-07,2028-04-10,11.87
INV1123,MED1123,F.D Forte,241,31,879,High,2026-07-07,2026-07-15,10.65
INV1124,MED1124,Pediatric Moisturising Body Milk,116,31,572,High,2026-07-07,2027-10-09,17.54
INV1125,MED1125,Triaxone 500Mg Im/Iv,161,48,349,High,2026-07-07,2027-02-06,38.21
INV1126,MED1126,Lamiter 10Mg Cream,104,34,853,High,2026-07-07,2027-12-07,2.67
INV1127,MED1127,Alessia 10Mg 30Tab,243,24,599,High,2026-07-07,2027-01-11,11.56
INV1128,MED1128,Vominore,399,40,570,High,2026-07-07,2026-10-22,10.43
INV1129,MED1129,Pacroma 1% 15G,23,28,591,Low,2026-07-07,2028-06-08,9.01
INV1130,MED1130,Bioderma Photoderm Ar Spf 50 Tended,253,20,879,High,2026-07-07,2026-10-12,5.39
INV1131,MED1131,Gentamicin 0.3% 20G,160,47,869,High,2026-07-07,2028-02-20,20.49
INV1132,MED1132,Protane 0.025%,66,46,427,Normal,2026-07-07,2028-05-02,7.95
INV1133,MED1133,Atarax 25Mg,429,32,721,High,2026-07-07,2028-03-07,5.14
INV1134,MED1134,Ritrom 250Mg Syrup,225,47,384,High,2026-07-07,2026-10-01,1.25
INV1135,MED1135,Pms-Pregabalin 75Mg,413,42,724,High,2026-07-07,2028-02-29,11.01
INV1136,MED1136,Jointplus,423,23,205,High,2026-07-07,2026-12-19,6.6
INV1137,MED1137,Alerzin 10Mg,336,46,621,High,2026-07-07,2028-04-27,5.52
INV1138,MED1138,Spazmotek Plus,316,21,888,High,2026-07-07,2027-06-21,2.46
INV1139,MED1139,Lyrica 75 Mg Pfizer,421,44,302,High,2026-07-07,2028-01-31,8.36
INV1140,MED1140,Gastone 60 Capsules,284,24,207,High,2026-07-07,2026-11-09,1.3
INV1141,MED1141,Celoxx 200Mg,96,26,713,High,2026-07-07,2027-06-23,10.29
INV1142,MED1142,Go Joints  Quick Absorb 450 Ml,72,31,875,Normal,2026-07-07,2026-08-09,3.14
INV1143,MED1143,Healthy Heamatofrol,127,24,765,High,2026-07-07,2027-10-23,5.33
INV1144,MED1144,Dermoyat Ointment For Exertnal Use,99,37,358,Normal,2026-07-07,2027-05-16,9.34
INV1145,MED1145,Scopinal 20Mf/Ml Amp,284,28,682,High,2026-07-07,2027-07-03,21.74
INV1146,MED1146,Elegant Vitashine Skin Lightening Soap 100Gm,89,36,397,Normal,2026-07-07,2028-04-06,13.56
INV1147,MED1147,Revolu C White Active Whitening Set,320,38,809,High,2026-07-07,2028-06-15,8.67
INV1148,MED1148,Fermet 5Mg,10,28,294,Low,2026-07-07,2028-01-19,6.68
INV1149,MED1149,Energy Et Hansal 20 Tab Effervescent Tab,394,37,474,High,2026-07-07,2028-04-02,1.92
INV1150,MED1150,Glycerin Infant,420,23,433,High,2026-07-07,2027-07-30,2.97
INV1151,MED1151,D3-Caps 5000 Iu Mic,410,23,921,High,2026-07-07,2027-03-30,2.51
INV1152,MED1152,I-Pill,136,31,883,High,2026-07-07,2026-12-29,7.18
INV1153,MED1153,Dermasid 15G   Cream Kleva;,446,50,992,High,2026-07-07,2028-06-08,16.86
INV1154,MED1154,Biorepair Plus 75Ml,173,50,998,High,2026-07-07,2028-03-10,6.83
INV1155,MED1155,Propranolol 10Mg,484,24,368,High,2026-07-07,2026-11-07,9.35
INV1156,MED1156,Foli Heal Plus For Women Cap,281,38,334,High,2026-07-07,2028-03-06,7.41
INV1157,MED1157,B-Care Plus American Care,13,45,647,Low,2026-07-07,2026-12-21,5.8
INV1158,MED1158,Zaha 500Mg,337,42,880,High,2026-07-07,2028-04-23,4.0
INV1159,MED1159,Cox B-200,260,37,241,High,2026-07-07,2027-09-16,10.08
INV1160,MED1160,Piodol Muscle & Joint,247,36,446,High,2026-07-07,2027-10-16,2.0
INV1161,MED1161,Svr Xerial 30 Creme Pieds 50Ml,484,37,217,High,2026-07-07,2028-03-06,13.14
INV1162,MED1162,Betmiga 50Mg 30Tab,22,48,507,Low,2026-07-07,2026-08-30,3.82
INV1163,MED1163,Pantoprazol Arysto  40Mg,157,49,929,High,2026-07-07,2027-02-25,9.98
INV1164,MED1164,Daily Medicine Container With Pills Dividing System,134,29,279,High,2026-07-07,2028-04-06,6.87
INV1165,MED1165,Nebilet,456,44,329,High,2026-07-07,2028-03-06,9.46
INV1166,MED1166,Spirolakton Awa  25,271,44,297,High,2026-07-07,2027-03-07,1.66
INV1167,MED1167,Lilyphane 60 Tab,144,29,680,High,2026-07-07,2027-11-11,5.68
INV1168,MED1168,Roxipime 1G Iv/Im,419,34,494,High,2026-07-07,2026-11-13,35.04
INV1169,MED1169,Thrombo Ass 100Mg Gerot Lannach,331,24,763,High,2026-07-07,2027-12-24,0.91
INV1170,MED1170,Libfavir 200Mg,53,40,722,Normal,2026-07-07,2026-09-18,4.71
INV1171,MED1171,Lilycystine 60 Cap,484,39,428,High,2026-07-07,2026-11-16,3.0
INV1172,MED1172,Lumecare Hypromellose,123,44,552,Normal,2026-07-07,2027-08-01,7.43
INV1173,MED1173,Glucovance   500Mg/5Mg,477,37,857,High,2026-07-07,2027-02-15,4.18
INV1174,MED1174,Awa Retic Awamedica,22,41,432,Low,2026-07-07,2026-08-11,4.76
INV1175,MED1175,Plavineer 75Mg Pioneer,309,44,318,High,2026-07-07,2028-01-02,1.09
INV1176,MED1176,Arbiten   160Mg,59,27,876,Normal,2026-07-07,2026-12-31,10.04
INV1177,MED1177,Amaryl M 2Mg/500Mg,473,42,655,High,2026-07-07,2026-08-19,2.81
INV1178,MED1178,Calypso Facial Sun 30,479,48,445,High,2026-07-07,2028-06-13,11.77
INV1179,MED1179,Xeractan 20Mg 30 Soft Gelatin,216,39,789,High,2026-07-07,2027-03-19,8.02
INV1180,MED1180,Panadol 500Mg Gsk 36Tab,426,30,765,High,2026-07-07,2028-01-29,6.5
INV1181,MED1181,Meiact 200Mg,186,49,704,High,2026-07-07,2027-09-27,11.56
INV1182,MED1182,Dutasteride/Tamsulosin Hydrochloride 0.5Mg/0.4Mg Hard Capsules,313,38,513,High,2026-07-07,2027-07-19,10.97
INV1183,MED1183,Pagamax Plus 75Mg/1Mg 60 Hard Gelatine Capsules,20,37,977,Low,2026-07-07,2026-07-21,1.69
INV1184,MED1184,Tilcotil  20 Mg,304,48,954,High,2026-07-07,2028-01-01,9.59
INV1185,MED1185,Timolol 0.5 % W/V Eye Drops Solution  5Ml,224,39,640,High,2026-07-07,2026-10-25,1.73
INV1186,MED1186,Hydraphase Intense Legere 50Ml,35,42,505,Low,2026-07-07,2028-05-23,2.25
INV1187,MED1187,Pectol Fresh Cherry Flavour +Vit C Lozenge Spain;,88,36,822,Normal,2026-07-07,2027-10-25,12.72
INV1188,MED1188,Xelon 15Mg/5Ml Syrup,229,20,586,High,2026-07-07,2028-07-01,8.86
INV1189,MED1189,Ativit,34,32,539,Normal,2026-07-07,2026-10-15,6.97
INV1190,MED1190,Kin Care Mouth Wash,133,27,663,High,2026-07-07,2026-12-24,12.25
INV1191,MED1191,Urisept  100Mg,200,34,244,High,2026-07-07,2028-01-18,8.25
INV1192,MED1192,Ispagel Orange 3.5G Powder,172,24,654,High,2026-07-07,2028-04-29,8.28
INV1193,MED1193,Coliez,484,27,628,High,2026-07-07,2027-09-24,2.55
INV1194,MED1194,D3 Biofactor 3000Iu Drops,45,29,801,Normal,2026-07-07,2027-03-25,1.64
INV1195,MED1195,Colgate Max White White & Protect,39,24,566,Normal,2026-07-07,2028-06-06,6.51
INV1196,MED1196,Katya 30/75 Stragen Com,20,36,487,Low,2026-07-07,2027-06-13,9.52
INV1197,MED1197,Sodium Bicarbonate,380,32,830,High,2026-07-07,2027-06-18,9.34
INV1198,MED1198,Kamagra 100Mg,337,39,607,High,2026-07-07,2027-01-18,10.14
INV1199,MED1199,Suprax  400Mg,164,34,992,High,2026-07-07,2026-09-04,12.82
INV1200,MED1200,Venopower 450/50 Mg 30 Tab,450,49,384,High,2026-07-07,2027-04-04,1.89
INV1201,MED1201,Vaseline Intensive Care Advanced Repair,458,45,209,High,2026-07-07,2026-10-02,21.93
INV1202,MED1202,Betalek Cream 30G,355,25,446,High,2026-07-07,2027-03-11,8.12
INV1203,MED1203,L-Carnitine 500Mg,471,28,378,High,2026-07-07,2027-02-24,7.26
INV1204,MED1204,Bactiflox Neo 500Mg,272,20,985,High,2026-07-07,2027-12-19,6.22
INV1205,MED1205,Adt 25Mg   60Tab,50,34,926,Normal,2026-07-07,2026-12-11,5.04
INV1206,MED1206,Foliculin -75 Hp,66,43,538,Normal,2026-07-07,2028-01-08,19.29
INV1207,MED1207,Sansafe Whitening,492,47,607,High,2026-07-07,2028-04-15,10.15
INV1208,MED1208,Paracetamol 500Mg Troge,177,37,546,High,2026-07-07,2027-08-02,4.62
INV1209,MED1209,Gentamycin 0.3% Eye Ointment 4Gm,154,47,798,High,2026-07-07,2028-04-08,8.88
INV1210,MED1210,Claricide  500Mg,206,25,710,High,2026-07-07,2027-06-12,7.06
INV1211,MED1211,Histofen Syrup 00Ml,203,20,366,High,2026-07-07,2027-04-25,2.28
INV1212,MED1212,Mometasone Furoate 0.1% W/W Ointment,198,34,262,High,2026-07-07,2028-03-06,12.92
INV1213,MED1213,Acm Vitix,400,26,426,High,2026-07-07,2027-07-04,24.17
INV1214,MED1214,Zytrom 200Mg/5Ml  30Ml,327,45,546,High,2026-07-07,2027-01-09,5.05
INV1215,MED1215,Para-Denk 250Mg,159,31,385,High,2026-07-07,2027-07-03,11.08
INV1216,MED1216,Maddosol Hypertonic,444,22,529,High,2026-07-07,2028-05-03,14.09
INV1217,MED1217,Peppermint Oil 50Mg Cap,481,45,342,High,2026-07-07,2026-12-07,10.6
INV1218,MED1218,Favira 200Mg Favipiravir,125,21,486,High,2026-07-07,2027-02-13,3.25
INV1219,MED1219,Ecrinal Anti Hair Loss Ampoules With Anp2,434,24,819,High,2026-07-07,2027-10-29,12.64
INV1220,MED1220,Quinoric  200 Mg,104,48,906,Normal,2026-07-07,2027-12-07,3.37
INV1221,MED1221,Dermatix 15G,56,34,361,Normal,2026-07-07,2027-07-13,14.34
INV1222,MED1222,Rovac 10Tab,161,50,360,High,2026-07-07,2027-11-04,10.15
INV1223,MED1223,Hayaphenicol 1% Eye Ointment,434,24,227,High,2026-07-07,2028-05-25,15.45
INV1224,MED1224,Savoxia 90Mg 14Tab,218,34,754,High,2026-07-07,2026-10-27,3.38
INV1225,MED1225,Libraxam   Sdi,100,48,322,Normal,2026-07-07,2026-10-18,9.65
INV1226,MED1226,Ghrt 60 Tab (Growth Hormone Releaser) Teenagers Tablet Kp;,133,38,380,High,2026-07-07,2028-06-23,7.48
INV1227,MED1227,Inoar Blends Rich In Vitamin C Shampoo,205,39,414,High,2026-07-07,2027-02-20,14.58
INV1228,MED1228,Metformin Denk 500,437,20,605,High,2026-07-07,2027-10-19,9.14
INV1229,MED1229,Babe Intimate Hygiene Gel  250Ml,74,46,563,Normal,2026-07-07,2026-11-09,13.29
INV1230,MED1230,Avene Soap,120,23,436,High,2026-07-07,2027-07-24,18.11
INV1231,MED1231,Longacef 1Gm Iv,266,21,509,High,2026-07-07,2026-08-23,31.71
INV1232,MED1232,Hemomycin 500Mg,490,46,566,High,2026-07-07,2026-07-18,7.3
INV1233,MED1233,Midolek 150 Mg 30Tab,87,21,628,High,2026-07-07,2026-09-01,7.39
INV1234,MED1234,Sodium Chloride 0.9 500Ml  Bottle,309,21,308,High,2026-07-07,2026-11-02,10.26
INV1235,MED1235,Candid Cream,339,27,416,High,2026-07-07,2027-12-15,16.08
INV1236,MED1236,Funbinar 250Mg 28Tab,125,35,818,High,2026-07-07,2028-01-23,2.71
INV1237,MED1237,Apple Cider Plus Nutralic 60 Gum,319,21,202,High,2026-07-07,2026-12-30,1.55
INV1238,MED1238,Letrozole 2.5Mg,21,25,925,Low,2026-07-07,2026-08-23,6.28
INV1239,MED1239,Colesol  2400 Iu/Ml  30Ml,184,33,301,High,2026-07-07,2028-04-09,4.21
INV1240,MED1240,Anginovag Spray 10Ml,104,46,548,Normal,2026-07-07,2026-11-24,3.92
INV1241,MED1241,Alerinit 5Mg 20Tab,377,41,487,High,2026-07-07,2027-06-26,1.7
INV1242,MED1242,Dinixir 10 Cap,42,36,957,Normal,2026-07-07,2027-05-16,6.67
INV1243,MED1243,Cyprota 4Mg 20Tab,317,29,202,High,2026-07-07,2026-11-13,4.88
INV1244,MED1244,Olfen 50Mg 20 Tab,306,39,346,High,2026-07-07,2026-11-06,5.8
INV1245,MED1245,Ozical,156,45,998,High,2026-07-07,2028-06-08,1.55
INV1246,MED1246,Pregnacare Plus Omega-3,421,26,339,High,2026-07-07,2027-03-10,11.42
INV1247,MED1247,Vitamin D 5000Iu,52,50,594,Normal,2026-07-07,2027-01-13,1.93
INV1248,MED1248,Laxavit Forte,249,34,1000,High,2026-07-07,2027-07-04,11.21
INV1249,MED1249,Orlistat 120Mg Ibn Al Haytham 20 Capsules,48,29,539,Normal,2026-07-07,2026-08-03,10.64
INV1250,MED1250,Gnb- Diabeain,235,43,494,High,2026-07-07,2026-11-25,8.92
INV1251,MED1251,Vc Waterproof Lipstick Italy,237,20,957,High,2026-07-07,2027-01-10,12.41
INV1252,MED1252,Foltene Strengthening For Thinning Hair Shampoo For Women,161,50,975,High,2026-07-07,2028-04-24,9.13
INV1253,MED1253,Mucolyte 100Ml,356,39,916,High,2026-07-07,2028-02-17,7.66
INV1254,MED1254,Xolamol,481,22,886,High,2026-07-07,2027-02-11,18.41
INV1255,MED1255,Fokids Vitality 150 Ml Syrup,265,33,630,High,2026-07-07,2027-01-28,10.96
INV1256,MED1256,Kordexa 4Mg,184,21,552,High,2026-07-07,2027-12-23,5.7
INV1257,MED1257,Svr  Sensifine Fluide 40Ml,251,40,977,High,2026-07-07,2028-03-28,20.47
INV1258,MED1258,Depo-Medrol 40Mg Turkey,74,20,789,High,2026-07-07,2026-07-11,32.11
INV1259,MED1259,Omegol 3  Truevit 200Ml Syrup,54,46,917,Normal,2026-07-07,2028-02-18,4.71
INV1260,MED1260,Ilon Wound Care Ointment 22%,254,37,256,High,2026-07-07,2027-04-28,12.75
INV1261,MED1261,Babe  10% Urea Repairing Lotion 500Ml,47,45,938,Normal,2026-07-07,2026-12-11,5.63
INV1262,MED1262,Siofor 850,89,24,451,High,2026-07-07,2028-02-20,1.48
INV1263,MED1263,Azid 500Mg 3Tab,68,32,689,Normal,2026-07-07,2027-02-22,2.24
INV1264,MED1264,Jihaz Atta Be Code Disposable Infusion Set,358,49,652,High,2026-07-07,2027-04-22,40.42
INV1265,MED1265,Medisol  100Ml,332,46,689,High,2026-07-07,2026-08-09,4.93
INV1266,MED1266,Cefotaxime Normon  Iv 1G,114,30,451,High,2026-07-07,2027-09-01,34.38
INV1267,MED1267,Clobetasol 0.05%,111,41,697,Normal,2026-07-07,2027-01-21,12.37
INV1268,MED1268,Betixim 400 Mg 5 Cap,192,38,359,High,2026-07-07,2027-09-22,2.64
INV1269,MED1269,Histacare 30Tab,80,32,851,Normal,2026-07-07,2028-02-17,3.88
INV1270,MED1270,Quadrim Cream 15Gm,155,40,724,High,2026-07-07,2026-11-19,11.76
INV1271,MED1271,Uropan  5Mg,122,49,709,Normal,2026-07-07,2028-01-01,5.1
INV1272,MED1272,Bn-Hsn 30Tab,156,47,355,High,2026-07-07,2026-07-20,7.29
INV1273,MED1273,Riabal Compound,108,20,241,High,2026-07-07,2026-09-05,2.46
INV1274,MED1274,Panadol Advance 16,392,27,664,High,2026-07-07,2027-12-22,5.81
INV1275,MED1275,Antispasmin 20 Tab,405,49,451,High,2026-07-07,2027-03-29,4.35
INV1276,MED1276,Nutra Sleep 30 Cap,285,38,913,High,2026-07-07,2028-03-13,5.21
INV1277,MED1277,Wisdom Daily Gum Healh,134,42,914,High,2026-07-07,2027-08-22,6.45
INV1278,MED1278,Wisdom Chlorhexidine Fresh Mint 300Ml,83,28,647,Normal,2026-07-07,2027-05-29,11.4
INV1279,MED1279,Skinlab Cleanser Daily Care Oily Skin,347,40,714,High,2026-07-07,2027-11-18,22.37
INV1280,MED1280,Alctone  50,204,39,413,High,2026-07-07,2026-12-20,7.7
INV1281,MED1281,Tenvia Plus 80/12.5Mg,255,44,748,High,2026-07-07,2026-10-21,1.83
INV1282,MED1282,Nupentin-300Mg,62,35,874,Normal,2026-07-07,2026-09-14,2.09
INV1283,MED1283,Biofreeze 118Ml,420,41,708,High,2026-07-07,2026-10-25,17.43
INV1284,MED1284,Cinnacor Cinnarizine Adipharm 25Mg,301,22,549,High,2026-07-07,2028-03-26,4.75
INV1285,MED1285,Ursoflor 300Mg,480,36,342,High,2026-07-07,2026-09-11,8.29
INV1286,MED1286,Ciprocort,60,44,481,Normal,2026-07-07,2026-08-02,9.85
INV1287,MED1287,Panklav 625Mg,25,46,597,Low,2026-07-07,2027-12-08,12.55
INV1288,MED1288,Time-Filler Cream 50Ml,93,42,638,Normal,2026-07-07,2026-12-12,21.78
INV1289,MED1289,Gesta 2 Tow 30Tab,104,33,655,High,2026-07-07,2027-08-21,5.35
INV1290,MED1290,Visanne 2 Mg Bayer,458,27,577,High,2026-07-07,2027-12-26,6.89
INV1291,MED1291,Topicrem Mela Body Lightening & Ultra -Moisturzing Millk,83,35,387,Normal,2026-07-07,2027-03-07,5.92
INV1292,MED1292,Noreva Sensidiane Ar Intensif 30Ml,171,50,553,High,2026-07-07,2027-02-22,9.36
INV1293,MED1293,Ozar Oinment (B-Sitoseterol) 0.25 %,423,49,454,High,2026-07-07,2027-11-29,24.57
INV1294,MED1294,Woundcel  60Cap,437,31,888,High,2026-07-07,2028-01-10,8.89
INV1295,MED1295,Momate Ointment 15Gm,486,44,595,High,2026-07-07,2028-02-07,11.45
INV1296,MED1296,Ibuprofen Denk  400,220,28,741,High,2026-07-07,2028-01-23,7.82
INV1297,MED1297,Svr  Topialyse Mains  50Ml,160,38,636,High,2026-07-07,2027-09-25,21.76
INV1298,MED1298,Meditopic C-Topic Cream,152,46,791,High,2026-07-07,2026-08-09,8.65
INV1299,MED1299,Indometacin 25Mg,198,46,323,High,2026-07-07,2028-04-10,4.69
INV1300,MED1300,Atacand Plus 16/12.5Mg,218,40,341,High,2026-07-07,2026-09-19,9.75
INV1301,MED1301,Rosva 20Mg,500,33,792,High,2026-07-07,2026-07-29,9.46
INV1302,MED1302,Flu-Out  Sdi,300,33,534,High,2026-07-07,2026-09-27,8.55
INV1303,MED1303,Vitamine C,485,30,312,High,2026-07-07,2027-08-05,9.67
INV1304,MED1304,Nutriatfal Syrup 125Ml,354,21,631,High,2026-07-07,2027-10-10,9.4
INV1305,MED1305,Gli Elementi Gentle Enzyme Peel,394,34,627,High,2026-07-07,2027-05-25,19.03
INV1306,MED1306,Delia Cosmetics Good Hand S.O.S Cream,101,39,436,Normal,2026-07-07,2028-06-27,15.19
INV1307,MED1307,Cough Mixture Syrup  Winzor,369,20,828,High,2026-07-07,2028-06-04,7.71
INV1308,MED1308,Awasilvadin  1%,408,26,463,High,2026-07-07,2027-09-08,12.44
INV1309,MED1309,Vulga Xr 55Mg,147,47,341,High,2026-07-07,2026-09-13,4.61
INV1310,MED1310,Trisequens Flim Kapli Tablet,304,23,508,High,2026-07-07,2028-01-13,5.13
INV1311,MED1311,Multi-Vitamin 20 Tab Effervescent,410,41,580,High,2026-07-07,2027-04-16,3.4
INV1312,MED1312,Meconazol-Oral Gel 40Gm,105,24,400,High,2026-07-07,2027-01-13,6.56
INV1313,MED1313,Methotrexate 2.5Mg,262,34,763,High,2026-07-07,2027-12-13,13.65
INV1314,MED1314,La Luxe Paris Professional Hair Care Micellar Hair Growth Hair Shampoo,363,49,916,High,2026-07-07,2027-12-21,10.37
INV1315,MED1315,Bn-Q10 30Tab,367,20,493,High,2026-07-07,2027-09-04,4.01
INV1316,MED1316,Ben-Oxide Mild 2.5%,262,43,780,High,2026-07-07,2028-02-02,5.09
INV1317,MED1317,Binosto 70Mg 4 Tab,459,24,582,High,2026-07-07,2027-03-26,1.67
INV1318,MED1318,Reutenox 20Mg,276,29,914,High,2026-07-07,2026-08-18,11.32
INV1319,MED1319,B-Cor 2.5,244,20,408,High,2026-07-07,2027-09-11,1.99
INV1320,MED1320,Betaserc 8Mg,322,36,337,High,2026-07-07,2026-10-21,8.92
INV1321,MED1321,Naproxan 500,241,37,896,High,2026-07-07,2027-02-03,11.75
INV1322,MED1322,Devit-3,493,50,347,High,2026-07-07,2028-03-26,48.98
INV1323,MED1323,Babe Vitamin C+ 10*2Ml,108,34,860,High,2026-07-07,2026-12-25,8.52
INV1324,MED1324,Progest 100Mg,89,42,257,Normal,2026-07-07,2026-09-03,5.47
INV1325,MED1325,Anivagene Lotion Hair Toinc Woman,367,42,476,High,2026-07-07,2027-08-05,18.93
INV1326,MED1326,Capiloderm Anti-Hair Loss Shampoo 200Ml,377,49,604,High,2026-07-07,2027-09-13,3.59
INV1327,MED1327,Elegant Vitashine Max Skin Lightening Cream 0Ml,402,43,655,High,2026-07-07,2026-10-11,9.35
INV1328,MED1328,Svr  Xerial 10 Lait Corps  200Ml,110,33,845,High,2026-07-07,2028-04-16,5.29
INV1329,MED1329,Irotec,81,47,732,Normal,2026-07-07,2027-04-22,10.51
INV1330,MED1330,Cefurex 500 10Tab,12,23,268,Low,2026-07-07,2028-04-06,11.32
INV1331,MED1331,Mamacare Plus Omega 3 +Vitamins,462,45,355,High,2026-07-07,2027-09-14,9.13
INV1332,MED1332,Good Iodine 10% 100Ml Spray,495,46,250,High,2026-07-07,2026-11-16,9.33
INV1333,MED1333,Photoblock Gel Spf 50,378,41,730,High,2026-07-07,2026-07-20,11.51
INV1334,MED1334,Ephedryl Tab Cold  20 Tab,480,28,329,High,2026-07-07,2028-03-08,5.6
INV1335,MED1335,Amoxicillin   500Mg,139,44,756,High,2026-07-07,2027-03-09,8.19
INV1336,MED1336,D3 Up 5000 Iu 60 Chewable Tablet,395,26,633,High,2026-07-07,2027-03-21,4.09
INV1337,MED1337,Avene Physiolift Eye Contour 15Ml,355,38,590,High,2026-07-07,2026-10-13,12.3
INV1338,MED1338,Noreva Trio White Xp Spf 50 40Ml,414,36,370,High,2026-07-07,2026-11-20,9.61
INV1339,MED1339,Menvit Capsule 120 Cap,363,37,819,High,2026-07-07,2026-10-02,9.5
INV1340,MED1340,Ondansetron  8Mg 10Tab,380,43,853,High,2026-07-07,2027-11-18,5.54
INV1341,MED1341,Cyclogest 400Mg ( 3Sheet ),115,32,208,High,2026-07-07,2026-08-04,8.71
INV1342,MED1342,Primolut Depot 250Mg 1Amp Bayar Asly,337,41,459,High,2026-07-07,2027-10-26,20.68
INV1343,MED1343,Fusylin 15G,156,48,645,High,2026-07-07,2027-05-21,23.01
INV1344,MED1344,Sunsafe Spf 50 Anti-Ageing,316,24,224,High,2026-07-07,2027-12-13,13.14
INV1345,MED1345,Kordexa 8Mg,199,49,629,High,2026-07-07,2028-05-10,10.13
INV1346,MED1346,Prolyte Satchet 10,376,46,253,High,2026-07-07,2027-08-16,4.73
INV1347,MED1347,B-Plus 10 Vail Oral Solution,106,24,467,High,2026-07-07,2027-08-29,11.24
INV1348,MED1348,Vitamin D3 Medz 5000Iu 60 Soft Galatine Capsule,400,47,295,High,2026-07-07,2027-02-22,13.88
INV1349,MED1349,Crestor 10Mg,486,26,583,High,2026-07-07,2027-12-18,5.61
INV1350,MED1350,Foltene Anti - Dandruff Shampoo,344,48,200,High,2026-07-07,2028-03-02,5.57
INV1351,MED1351,Penamox 500,470,30,498,High,2026-07-07,2026-12-01,5.28
INV1352,MED1352,Ceftinex 300Mg,253,31,743,High,2026-07-07,2027-07-27,7.56
INV1353,MED1353,Nutragrow Syrup Nutralic 200Ml,468,42,857,High,2026-07-07,2028-01-11,9.78
INV1354,MED1354,Junior Ghr Easy To Swallow 60 Tab,459,21,421,High,2026-07-07,2027-04-27,11.82
INV1355,MED1355,Vitamin D 2000Iu /30 Tab,385,36,790,High,2026-07-07,2027-01-27,10.75
INV1356,MED1356,Nunu Shampoo 500 Ml,382,43,236,High,2026-07-07,2026-09-16,3.52
INV1357,MED1357,Evening Primrose 500Mg,336,22,262,High,2026-07-07,2027-01-14,3.67
